Wall time,Step,Value
1664901893.889135,0,0.04441611096262932
1664901918.8385727,3,0.05159139633178711
1664901930.1043563,4,0.054128922522068024
1664901988.6103811,10,0.039578355848789215
1664901995.702315,11,0.048563677817583084
1664902023.7710109,14,0.046994276344776154
1664902034.0078602,15,0.048775773495435715
1664902062.4425273,18,0.04167235270142555
1664902070.821166,19,0.049857787787914276
1664902080.1169136,20,0.04827328771352768
1664902099.7988029,22,0.04492723196744919
1664902108.374603,23,0.051101770251989365
1664902133.2291098,26,0.04715090990066528
1664902142.6036763,27,0.049686506390571594
1664902193.9077916,33,0.045035600662231445
1664902224.9770913,36,0.046916134655475616
1664902236.4233656,37,0.04121597856283188
1664902246.1959496,38,0.048059143126010895
1664902255.5505824,39,0.05442175641655922
1664902264.1158152,40,0.048972126096487045
1664902331.5874653,47,0.04753701016306877
1664902340.4583735,48,0.050469014793634415
1664902346.1993842,49,0.055001236498355865
1664902365.6693842,51,0.051229655742645264
1664902374.4611232,52,0.043549757450819016
1664902392.04726,54,0.04900767281651497
1664902421.3774266,57,0.04413684830069542
1664902451.9009721,60,0.047948189079761505
1664902460.8118918,61,0.053698956966400146
1664902469.2778678,62,0.045343413949012756
1664902480.157286,63,0.0419844314455986
1664902500.8045237,65,0.04712803289294243
1664902509.9368806,66,0.04613305628299713
1664902519.2422252,67,0.05473244935274124
1664902528.4507346,68,0.046941161155700684
1664902549.0166469,70,0.049216948449611664
1664902560.3930829,71,0.04925869405269623
1664902615.0457451,77,0.049536414444446564
1664902633.7998433,79,0.05190422013401985
1664902641.423869,80,0.054382629692554474
1664902660.557191,82,0.043759629130363464
1664902687.1960616,85,0.05173292011022568
1664902725.4820385,89,0.05175403505563736
1664902736.4770107,90,0.04480954632163048
1664902778.2981713,95,0.04059414565563202
1664902817.2009032,99,0.04160796478390694
1664902828.4883087,100,0.04690995067358017
1664902857.164062,103,0.05190063267946243
1664902886.6661055,106,0.04384956508874893
1664902896.5439882,107,0.04599558562040329
1664902916.0526416,109,0.048681993037462234
1664902964.8580275,114,0.04753837734460831
1664902982.1185205,116,0.04258284717798233
1664903035.168058,121,0.047957077622413635
1664903073.1273403,125,0.04106724262237549
1664903081.9443066,126,0.050848059356212616
1664903114.8274488,128,0.047428958117961884
1664903133.402235,130,0.053223900496959686
1664903143.4326332,131,0.043484702706336975
1664903154.0668213,132,0.05293736234307289
1664903191.5683484,136,0.052871305495500565
1664903200.920184,137,0.04776063933968544
1664903260.6761024,143,0.041326358914375305
1664903270.8562028,144,0.04325691610574722
1664903288.3462164,146,0.04783397167921066
1664903297.3527832,147,0.044161107391119
1664903324.9516122,150,0.047593697905540466
1664903395.4778361,157,0.05183076858520508
1664903411.8573503,159,0.053059689700603485
1664903422.3972752,160,0.04443848505616188
1664903441.5930429,162,0.045850373804569244
1664903457.4886248,164,0.047260258346796036
1664903514.309417,170,0.045035164803266525
1664903523.7875607,171,0.04378696531057358
1664903530.6035316,172,0.047225989401340485
1664903562.718737,175,0.04625127092003822
1664903573.711635,176,0.04866092652082443
1664903583.3408737,177,0.04691503569483757
1664903592.744222,178,0.05209023132920265
1664903611.7925994,180,0.054524827748537064
1664903621.0652845,181,0.04959189146757126
1664903650.5580344,184,0.046809688210487366
1664903661.3882372,185,0.03764227032661438
1664903671.144897,186,0.04381822422146797
1664903699.6828167,189,0.04751542955636978
1664903710.5841987,190,0.04730858653783798
1664903720.0741704,191,0.050931286066770554
1664903726.9282432,192,0.0458257831633091
1664903756.7470582,195,0.052625104784965515
1664903795.087767,199,0.048617884516716
1664903805.7421255,200,0.04512356221675873
1664903823.0292788,202,0.04357028007507324
1664903832.2511516,203,0.04230671375989914
1664903841.9114726,204,0.04580361396074295
1664903851.1434355,205,0.04983243718743324
1664903871.9618206,207,0.04532227665185928
1664903893.2404923,209,0.04419321566820145
1664903911.97089,211,0.05020001903176308
1664903930.0019035,213,0.04587596654891968
1664903947.732063,215,0.0464070588350296
1664903958.1853123,216,0.04743185266852379
1664903974.8182206,218,0.042976394295692444
1664903983.2710884,219,0.04798690602183342
1664903994.677481,220,0.04852311685681343
1664904002.8365831,221,0.0528426393866539
1664904012.1354795,222,0.045002713799476624
1664904030.7105176,224,0.039484262466430664
1664904041.3598425,225,0.05064932256937027
1664904082.225785,229,0.04912562295794487
1664904137.3917994,235,0.048172444105148315
1664904156.1665583,237,0.05205560103058815
1664904164.6487257,238,0.0454334057867527
1664904172.911366,239,0.046308182179927826
1664904191.174919,241,0.042510371655225754
1664904199.5655453,242,0.050763100385665894
1664904216.5000083,244,0.05329747498035431
1664904227.9724622,245,0.04507111757993698
1664904234.43938,246,0.04891330748796463
1664904242.0173962,247,0.044461414217948914
1664904289.7203925,252,0.04988113045692444
1664904300.8535433,253,0.04719027504324913
1664904308.7297797,254,0.04937702789902687
1664904340.8731656,257,0.04948394000530243
1664904352.0056732,258,0.04702210798859596
1664904361.9626465,259,0.047804512083530426
1664904372.313801,260,0.043883878737688065
1664904392.7615404,262,0.04628562554717064
1664904467.6042764,270,0.04812460392713547
1664904477.9738312,271,0.04008270055055618
1664904503.0217633,274,0.04720839112997055
1664904524.2996378,276,0.04747113585472107
1664904542.1776242,278,0.045012861490249634
1664904558.8275704,280,0.04612364619970322
1664904577.9635787,282,0.0515151210129261
1664904588.3891845,283,0.05280545726418495
1664904608.681561,285,0.04136980324983597
1664904627.7117872,287,0.04271475970745087
1664904638.3139248,288,0.05159597843885422
1664904657.7519908,290,0.051734812557697296
1664904702.203329,295,0.04774697497487068
1664904711.5588613,296,0.04849540442228317
1664904720.2982702,297,0.04579727724194527
1664904730.194974,298,0.04932726174592972
1664904810.288634,306,0.046853285282850266
1664904830.2490408,308,0.048117659986019135
1664904838.1958938,309,0.04827512428164482
1664904864.8354926,312,0.04764929041266441
1664904874.9145966,313,0.04574740678071976
1664904902.9962509,316,0.048179127275943756
1664904921.488965,318,0.04982702434062958
1664904929.7911155,319,0.043015122413635254
1664904956.6252017,322,0.045180387794971466
1664904977.0528085,324,0.053441256284713745
1664905017.4134457,329,0.043999988585710526
1664905024.9432013,330,0.048457056283950806
1664905033.9164507,331,0.049685776233673096
1664905044.178262,332,0.049766503274440765
1664905094.4405246,337,0.04648285359144211
1664905102.9856982,338,0.041430048644542694
1664905123.9199765,340,0.04896177351474762
1664905151.810834,343,0.05227906256914139
1664905161.3573906,344,0.05115329474210739
1664905168.4349701,345,0.05539928004145622
1664905177.655534,346,0.04795002192258835
1664905198.6415427,348,0.052168384194374084
1664905217.0682454,350,0.045941077172756195
1664905236.3401704,352,0.03857233375310898
1664905245.5171914,353,0.045903608202934265
1664905254.4358037,354,0.040768496692180634
1664905295.4171133,358,0.04454991966485977
1664905315.2466943,360,0.050655923783779144
1664905332.632469,362,0.04393808916211128
1664905341.5303748,363,0.05139273405075073
1664905349.9296772,364,0.05330873653292656
1664905360.7271557,365,0.046392589807510376
1664905370.5974858,366,0.050794780254364014
1664905380.335585,367,0.04247449338436127
1664905389.804596,368,0.05095510184764862
1664905445.4711702,374,0.04511357471346855
1664905473.437168,377,0.04716087877750397
1664905483.2446256,378,0.045941248536109924
1664905571.0960703,386,0.04428485780954361
1664905609.6847537,390,0.04318609833717346
1664905617.1554196,391,0.0514477975666523
1664905626.3258824,392,0.04920370131731033
1664905636.2810862,393,0.04994344711303711
1664905646.5379262,394,0.04964476823806763
1664905657.3194818,395,0.0459224209189415
1664905667.9468782,396,0.04596925526857376
1664905676.5635264,397,0.05265791341662407
1664905684.780385,398,0.05047072097659111
